путь,категории_ПДн,количество_находок,УЗ,формат_файла
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Course%20syllabus%20Mathematical%20models%20in%20biology.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/sved_o_d_f_u_2014.docx,ФИО:3,3,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D1%87%D1%91%D1%82%202021.pdf,ФИО:49; Дата рождения:8,57,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/01.04.02.pdf,Адрес:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/ped_doshk.pdf,Дата рождения:3,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Программа VIII  научного семинара Лаборатории экспериментальной лингвистики АГУ  Клиническая лингвистика.docx,ФИО:3,3,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/AICTE_2025.pdf,Дата рождения:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/zayavlenie_kursi_2019.docx,ФИО:1; Дата рождения:1,2,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Aula_Hispanica_vesna_2018.pdf,Email:2; Адрес:4,6,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Ukaz Prezidenta 147_01.04.16.doc,ФИО:1,1,4,doc
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/01.04.00.pdf,ФИО:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%92%D0%B5%D0%B4%D1%83%D1%89%D0%B8%D0%B9%20%D0%B1%D1%83%D1%85%D0%B3%D0%B0%D0%BB%D1%82%D0%B5%D1%80%20(%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BE%D0%BA%20%D0%9D%D0%94%D0%A1).pdf,Адрес:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Декларация Железноводск2016.xls,ФИО:3,3,4,xls
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/11.04.02.pdf,Адрес:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/сайт_Наука_Микросистемная техника и интегральная сенсорика.pdf,Email:3,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Spanish%20course%20B.pdf,ФИО:11; Дата рождения:66; Расовая/национальная принадлежность:1,78,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/sved_o_d_n_2015.xls,ФИО:2,2,4,xls
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Pravila_priema_bac_spec_2025.pdf,ФИО:6; Дата рождения:7; Адрес:1,14,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/mc201205.pdf,Телефон:1; Email:11; Дата рождения:11,23,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/MCA_brochure_2025.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/accreditation.pdf,Дата рождения:3; Адрес:2; ИНН:1,6,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Tesis_kruglii_stol_1.pdf,ФИО:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/izveshenie_013.pdf,Адрес:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/geo.pdf,Религия/политика:2,2,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/spd.docx,Дата рождения:84; Адрес:60,144,3,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/SoL_Brochure.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/KD_014_rus.pdf,Дата рождения:2; Адрес:3,5,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/63_ffa6_7.Gizlilik%20ve%20%C3%87erez%20Politikas%C4%B1_4064465.docx,Email:3,3,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_143-%D1%80.pdf,ФИО:1; Дата рождения:1,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Spanish%20course%20A.pdf,ФИО:13; Дата рождения:66; Адрес:2; Расовая/национальная принадлежность:1,82,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/5.7.7.pdf,ФИО:1; Дата рождения:1; Религия/политика:10,12,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Protokol_1.pdf,ФИО:8; Телефон:1; Email:1; Адрес:1; Здоровье:2,13,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Announcement-on-the-Opening-Day-of-the-INEP-SFU-on-March-30-2024.pdf,Телефон:1; Адрес:1,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_146-%D1%80.pdf,ФИО:1; Email:1,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/formo.rtf,Email:1,1,4,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_766-%D1%80.pdf,Адрес:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/5-05-20_US-59_27.12.2024.pdf,ФИО:12; Дата рождения:61; Расовая/национальная принадлежность:2,75,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/51n.pdf,Дата рождения:6,6,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/DSU_Research_Ethics_Policy_2021.pdf,Дата рождения:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Bid_Bachelor-Specialist.rtf,Email:1,1,4,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Otchet_mezhdunarodnaya_deyatelnost_2016.pdf,ФИО:61; Email:32; Дата рождения:46; Расовая/национальная принадлежность:1,140,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/46.04.01.pdf,ФИО:6; Дата рождения:1; Здоровье:1; Религия/политика:9,17,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/ayd%C4%B1nlatma%20metni%20-%20Copy%202.pdf,Email:4; Дата рождения:9,13,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Ранжированные списки (по итогам апелляций).pdf,ФИО:7,7,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/П114-ОД.pdf,ФИО:2; Религия/политика:1,3,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/How_to_get_enrolled_2025.pdf,ФИО:2; Дата рождения:24,26,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Nanotechnologies.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/pfhd_2025.pdf,Телефон:1; Дата рождения:2; ИНН:1,4,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/P142_22.05.2023.pdf,Дата рождения:3,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D1%87%D1%91%D1%82%202023.pdf,ФИО:2; Дата рождения:1,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/6.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Planes_Aula_Hispánica_2016_rus_osen.doc,Email:2,2,4,doc
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/rasp504_20130930.pdf,Дата рождения:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/5fqhsxirzo8b3s7xsukssg8sbsz05b38.pdf,ФИО:2; Email:1; Дата рождения:7; Религия/политика:1,11,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9_%D0%BE%D1%82%D1%87%D1%91%D1%82_%D0%A2%D0%9A_%D0%AE%D0%A4%D0%A3_2024.pdf,ФИО:45; Дата рождения:8,53,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/matematika.pdf,Адрес:3,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/5.1.4.pdf,Дата рождения:1,1,4,pdf
"/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Приказ ФСТЭК России от 03_05.2023 N 74  Об утверждении требований оформлению заявления о предоставлении лицензии, разрешения.docx",ФИО:4; Email:2; Дата рождения:4,10,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/p805_2021.pdf,Дата рождения:4,4,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Prikaz-1845_Application2-Act.rtf,Email:1,1,4,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Errand_RFFI-form-v2.rtf,Email:1,1,4,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Course%20syllabus%20sample_Ecology%20of%20the%20city.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/ni_grant.pdf,ФИО:4; Дата рождения:2,6,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/1.4.pdf,ФИО:2; Адрес:9; Здоровье:2,13,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/RSOCH_2025.pdf,ФИО:20; Здоровье:2; Расовая/национальная принадлежность:1,23,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/ist_arh.pdf,ФИО:16; Адрес:3,19,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/ASP.docx,ФИО:4,4,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/price-2025.pdf,ФИО:3; Телефон:2; Email:1,6,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/П1888-2.pdf,Дата рождения:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/19n.pdf,Дата рождения:4,4,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/43.04.02.pdf,Дата рождения:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%A0953.pdf,Адрес:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/LLM_brochure_2025.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Structure_20190114.pdf,ФИО:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/41.04.05_International_Communication.pdf,Религия/политика:1,1,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/physical%20Culture%20and%20sport.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Декларация Волгодонск 2016г..xls,ФИО:5,5,4,xls
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/15.04.06.pdf,ФИО:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/49.03.02.pdf,ФИО:6; Дата рождения:2,8,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Aula_Hispánica_osen_2019_rus.pdf,ФИО:3; Email:2; Адрес:4; Расовая/национальная принадлежность:1,10,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/rasp167H_20130426.pdf,Дата рождения:3,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Декларация Учкекен 2016г.xls,ФИО:2,2,4,xls
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/polozhenie_econom.pdf,Дата рождения:1; Религия/политика:1,2,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Course%20syllabus%20%20MATHEMATICAL%20MODELS%20OF%20PROCESS%20AND%20SYSTEMS.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Логистика/stores.csv,ФИО:2,2,4,csv
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/umn_gor.pdf,Адрес:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/2025-2.pdf,ФИО:4; Телефон:3; Email:1; Адрес:1; ИНН:1,10,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Логистика/sample.md,Адрес:2,2,4,md
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Логистика/customers.csv,ФИО:4181; Здоровье:2; Расовая/национальная принадлежность:1,4184,1,csv
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/allied_health_sciences_2025.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/google_terms_of_service_en_eu.pdf,Email:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_456.html,ФИО:10; Дата рождения:3; Здоровье:1; Религия/политика:1,15,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_427.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_406.html,ФИО:47,47,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_431.html,Адрес:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_368.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_95.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%A0%D0%B0%D0%B7%D0%BC%D0%B5%D1%89%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%80%D0%B5%D1%81%D1%83%D1%80%D1%81%D0%BE%D0%B2%20%D0%B2%20%D0%97%D0%9D%D0%91%20%D0%AE%D0%A4%D0%A3%20(%D0%B0%20%D1%82%D0%B0%D0%BA%D0%B6%D0%B5%20%D0%B2%20%D0%A0%D0%98%D0%9D%D0%A6).pdf,Телефон:3; Email:1,4,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_415.html,ФИО:1; Религия/политика:1,2,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_224.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_220.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/4b708f12-9518-45cd-bac0-7b3ae2b4e78e.pdf,ФИО:5,5,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_307.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_465.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_217.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_337.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Логистика/logistics.csv,Телефон:1; Адрес:7724,7725,3,csv
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_294.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/PravilaPriema_2025_VO_izm_24.01.2025.pdf,ФИО:40; Дата рождения:6; Адрес:2; Расовая/национальная принадлежность:2,50,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_272.html,ФИО:25; Здоровье:1,26,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_119.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_390.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/22nssvm5rk9x2ss9h33xq5h9ckbae1gd.pdf,ФИО:7; Email:1; Дата рождения:5; Религия/политика:1,14,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_309.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_363.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_401.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_15.html,Email:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_347.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_357.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_203.html,ФИО:4,4,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_317.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_377.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_101.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_53.html,Email:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_399.html,ФИО:6,6,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_323.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_393.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_346.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_372.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_482.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_459.html,ФИО:7,7,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_233.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_69.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_425.html,ФИО:5; Здоровье:2,7,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_381.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_221.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_320.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_422.html,ФИО:29; Здоровье:1,30,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_394.html,ФИО:26; Здоровье:1,27,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_464.html,ФИО:6,6,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_402.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_448.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_411.html,ФИО:5,5,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_486.html,ФИО:11; Дата рождения:4,15,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_457.html,ФИО:5,5,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_266.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_106.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_451.html,ФИО:6,6,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_170.html,Дата рождения:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_306.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_311.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_159.html,ФИО:5,5,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_54.html,ФИО:2; Религия/политика:1,3,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_227.html,Адрес:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_437.html,ФИО:7,7,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_473.html,ФИО:7,7,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_115.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_102.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_454.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_117.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_40.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_57.html,Email:1; Дата рождения:1; Здоровье:1,3,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_359.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_362.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_468.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_169.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_329.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_474.html,ФИО:3,3,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_364.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_286.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_327.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_107.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_386.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_441.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_186.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_35.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_109.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_308.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_480.html,ФИО:7; Здоровье:1,8,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_312.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_301.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_336.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_458.html,ФИО:2; Дата рождения:1,3,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_349.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_479.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_325.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_443.html,ФИО:1; Здоровье:11,12,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_453.html,ФИО:12; Адрес:2; Здоровье:1,15,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_278.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_314.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_118.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_51.html,ФИО:4,4,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_450.html,ФИО:3,3,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_432.html,ФИО:8; Здоровье:1,9,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_290.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_236.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_105.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_423.html,ФИО:7; Здоровье:1,8,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_375.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_435.html,ФИО:8; Здоровье:1,9,1,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_335.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_485.html,ФИО:4,4,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_467.html,ФИО:2,2,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_112.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_304.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_378.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_367.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_176.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_444.html,ФИО:7,7,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_403.html,ФИО:7,7,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_288.html,ФИО:1,1,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_230.html,ФИО:3,3,4,html
/home/termit/hackathon_dataset/ПДнDataset/share/Выгрузки/Сайты/page_38.html,ФИО:1,1,4,html
